Account,Details,Date,Description,Type,Check or Slip #,Just Text,Sub Category,Primary Category,Vendor,Amount,Tax/Reason,Notes
Primary 5925,DEBIT,4/6/2021,TARGET T- 1925 Douglas Roseville CA 04/06 Purchase $170.05 Cash Back $30.00,DEBIT_CARD,,Target T Douglas Roseville Ca Purchase $ Cash Back $,Household,Shopping,Target,$200.05,,
Primary 5925,DEBIT,3/31/2021,SQ *FALLING PRICES FOLS Orangevale CA 03/30,DEBIT_CARD,,Sq *Falling Prices Fols Orangevale Ca,Auction,Shopping,Falling Prices,$89.58,,
Primary 5925,DEBIT,3/26/2021,ONCE UPON A CHLD #2026 ROSEVILLE CA 03/26,DEBIT_CARD,,Once Upon A Chld Roseville Ca,Clothes,Shopping,Once Upon a Child,$21.98,,
Primary 5925,DEBIT,3/24/2021,TARGET T- 1925 Douglas Roseville CA 03/24,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$59.89,,
Primary 5925,DEBIT,3/16/2021,Wal-Mart Super Center ROSEVILLE CA 03/16,DEBIT_CARD,,Wal Mart Super Center Roseville Ca,Groceries,Shopping,Wal Mart,$53.52,,
Primary 5925,DEBIT,3/15/2021,TARGET T- 1925 Douglas Roseville CA 03/14,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$81.23,,
Primary 5925,DEBIT,3/10/2021,SQ *FALLING PRICES FOLS Folsom CA 03/09,DEBIT_CARD,,Sq *Falling Prices Fols Folsom Ca,Auction,Shopping,Falling Prices,$71.12,,
Primary 5925,DEBIT,3/8/2021,TARGET T- 1925 Douglas Roseville CA 03/06,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$127.27,,
Primary 5925,DEBIT,3/1/2021,TARGET T- 1925 Douglas Roseville CA 02/28,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$67.56,,
Primary 5925,DEBIT,2/25/2021,TJX Rewards MC TJX EPAY 301131295 WEB ID: 9130142001,ACH_DEBIT,,Tjx Rewards Mc Tjx Epayweb Id,Shopping,Shopping,TJMax,$118.43,,
Primary 5925,DEBIT,2/22/2021,TARGET T- 1925 Douglas Roseville CA 02/22,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$20.20,,
Primary 5925,DEBIT,2/22/2021,SQ *FALLING PRICES ARDE Sacramento CA 02/19,DEBIT_CARD,,Sq *Falling Prices Arde Sacramento Ca,Auction,Shopping,Falling Prices,$51.72,,
Primary 5925,DEBIT,2/22/2021,HOMEGOODS 8676 SIERRA ROSEVILLE CA 02/22,DEBIT_CARD,,Homegoodssierra Roseville Ca,Shopping,Shopping,Homegoods,$36.61,,
Primary 5925,DEBIT,2/19/2021,SQ *THAT'S CHEAP! MADIS Orangevale CA 02/18,DEBIT_CARD,,Sq *That S Cheap! Madis Orangevale Ca,Thrift,Shopping,That's Cheap,$6.50,,
Primary 5925,DEBIT,2/19/2021,SQ *FALLING PRICES FOLS Orangevale CA 02/18,DEBIT_CARD,,Sq *Falling Prices Fols Orangevale Ca,Auction,Shopping,Falling Prices,$53.56,,
Primary 5925,DEBIT,2/16/2021,TARGET T- 1925 Douglas Roseville CA 02/15,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$116.84,,
Primary 5925,DEBIT,2/11/2021,Evangeline's SACRAMENTO CA 02/11,DEBIT_CARD,,Evangeline S Sacramento Ca,Costume/Clothing,Shopping,N/A,$26.89,,
Primary 5925,DEBIT,2/9/2021,TARGET T- 1925 Douglas Roseville CA 02/09,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$43.86,,
Primary 5925,DEBIT,2/8/2021,ROSS STORES #3 PACIFICA CA 02/06,DEBIT_CARD,,Ross Stores Pacifica Ca,Shopping,Shopping,Ross,$34.06,,
Primary 5925,DEBIT,2/4/2021,ROSS STORES #1200 ROSEVILLE CA 02/04,DEBIT_CARD,,Ross Stores Roseville Ca,Shopping,Shopping,Ross,$15.14,,
Primary 5925,DEBIT,2/4/2021,HOMEGOODS 8676 SIERRA ROSEVILLE CA 02/04,DEBIT_CARD,,Homegoodssierra Roseville Ca,Shopping,Shopping,Homegoods,$20.45,,
Primary 5925,DEBIT,2/4/2021,HOMEGOODS 8676 SIERRA ROSEVILLE CA 02/04,DEBIT_CARD,,Homegoodssierra Roseville Ca,Shopping,Shopping,Homegoods,$42.00,,
Primary 5925,DEBIT,2/2/2021,HALFPRICEBOOKS-122 CITRUS HEIGHT CA 02/01,DEBIT_CARD,,Halfpricebooks Citrus Height Ca,Books,Shopping,,$17.75,,
Primary 5925,DEBIT,1/29/2021,ROSS STORES #394 ROSEVILLE CA 01/29,DEBIT_CARD,,Ross Stores Roseville Ca,Shopping,Shopping,Ross,$81.81,,
Primary 5925,DEBIT,1/28/2021,TARGET T- 430 Blue Rav Folsom CA 01/28,DEBIT_CARD,,Target T Blue Rav Folsom Ca,Household,Shopping,Target,$126.83,,
Primary 5925,DEBIT,1/25/2021,WAL-MART #4202 ROSEVILLE CA 01/25,DEBIT_CARD,,Wal Mart Roseville Ca,Groceries,Shopping,Wal Mart,$212.75,,
Primary 5925,DEBIT,1/25/2021,TARGET T- 1925 Douglas Roseville CA 01/23 Purchase $54.12 Cash Back $10.00,DEBIT_CARD,,Target T Douglas Roseville Ca Purchase $ Cash Back $,Household,Shopping,Target,$64.12,,
Primary 5925,DEBIT,1/21/2021,RITE AID 04062 ROSEVILLE CA 01/21 Purchase $46.62 Cash Back $20.00,DEBIT_CARD,,Rite Aidroseville Ca Purchase $ Cash Back $,Medical Supplies,Shopping,Rite Aid,$66.62,,
Primary 5925,DEBIT,1/21/2021,HOBBYLOBB 1815 DOUGLAS ROSEVILLE CA 01/21,DEBIT_CARD,,Hobbylobbdouglas Roseville Ca,Shopping,Shopping,Hobby Lobby,$8.07,,
Primary 5925,DEBIT,1/20/2021,HOBBYLOBB 1815 DOUGLAS ROSEVILLE CA 01/20,DEBIT_CARD,,Hobbylobbdouglas Roseville Ca,Shopping,Shopping,Hobby Lobby,$126.24,,
Primary 5925,DEBIT,1/14/2021,TARGET T- 1925 Douglas Roseville CA 01/14,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$130.48,,
Primary 5925,DEBIT,1/13/2021,WWW.TORRID.COM 866-867-7431 CA 01/13,DEBIT_CARD,,Www Torrid Com Ca,Shoes,Shopping,Torrid,$38.87,,
Primary 5925,DEBIT,1/12/2021,TARGET T- 1925 Douglas Roseville CA 01/12,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$49.79,,
Primary 5925,DEBIT,1/12/2021,ROSS STORES #1200 ROSEVILLE CA 01/12,DEBIT_CARD,,Ross Stores Roseville Ca,Shopping,Shopping,Ross,$49.75,,
Primary 5925,DEBIT,1/12/2021,HOMEGOODS 8676 SIERRA ROSEVILLE CA 01/12,DEBIT_CARD,,Homegoodssierra Roseville Ca,Shopping,Shopping,Homegoods,$37.67,,
Primary 5925,DEBIT,1/12/2021,HOBBYLOBB 1815 DOUGLAS ROSEVILLE CA 01/12,DEBIT_CARD,,Hobbylobbdouglas Roseville Ca,Shopping,Shopping,Hobby Lobby,$41.02,,
Primary 5925,DEBIT,1/8/2021,TARGET T- 1925 Douglas Roseville CA 01/08,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$73.27,,
Primary 5925,DEBIT,1/5/2021,TJMAXX #0 1850 DOUGLAS ROSEVILLE CA 01/05,DEBIT_CARD,,Tjmaxx Douglas Roseville Ca,Shopping,Shopping,TJMax,$61.37,,
Primary 5925,DEBIT,1/4/2021,TARGET T- 1925 Douglas Roseville CA 12/31,DEBIT_CARD,,Target T Douglas Roseville Ca,Household,Shopping,Target,$205.02,,
Primary 5925,DEBIT,1/4/2021,KOHLS 1374 1896 ARDEN SACRAMENTO CA 924933 01/03,DEBIT_CARD,,Kohls Arden Sacramento Ca,Shopping,Shopping,Khols,$68.35,,
Primary 5925,DEBIT,1/4/2021,HOMEGOODS 1600 ETHAN W SACRAMENTO CA 01/03,DEBIT_CARD,,Homegoodsethan W Sacramento Ca,Shopping,Shopping,Homegoods,$17.79,,
Primary 5925,DEBIT,10/18/2021,ECO THRIFT CITRUS HE CITRUS HEIGHT CA638241 10/16,DEBIT_CARD,,Eco Thrift Citrus He Citrus Height Ca,Shopping,Thrift Store,Eco Thrift,$20.37,,
Primary 5925,DEBIT,2/10/2021,ECO THRIFT CITRUS HE CITRUS HEIGHT CA963098 02/10,DEBIT_CARD,,Eco Thrift Citrus He Citrus Height Ca,Shopping,Thrift Store,Eco Thrift,$23.61,,
Primary 5925,DEBIT,2/2/2021,ECO THRIFT CITRUS HE CITRUS HEIGHT CA343235 02/02,DEBIT_CARD,,Eco Thrift Citrus He Citrus Height Ca,Shopping,Thrift Store,Eco Thrift,$64.53,,
7290 N Christopher 9020,CREDIT,12/27/2021,Online Transfer from CHK ...7060 transaction#: 13323822415,ACCT_XFER,17423.15,Online Transfer from CHK transaction,Business to Income Prop 1,Transfer,Chase,"$5,759.49",,
7290 N Christopher 9020,CREDIT,11/26/2021,Online Transfer from CHK ...5925 transaction#: 13090076116,ACCT_XFER,12127.88,Online Transfer from CHK transaction,Primary to Income Prop 1,Transfer,Chase,$372.00,,
7290 N Christopher 9020,CREDIT,11/15/2021,Online Transfer from CHK ...7060 transaction#: 13012376879,ACCT_XFER,13963.88,Online Transfer from CHK transaction,Business to Income Prop 1,Transfer,Chase,"$3,450.00",,
7290 N Christopher 9020,CREDIT,10/28/2021,Online Transfer from CHK ...7060 transaction#: 12894327533,ACCT_XFER,12859.2,Online Transfer from CHK transaction,Business to Income Prop 1,Transfer,Chase,$550.00,,
7290 N Christopher 9020,CREDIT,10/28/2021,Online Transfer from CHK ...7060 transaction#: 12893868304,ACCT_XFER,12309.2,Online Transfer from CHK transaction,Business to Income Prop 1,Transfer,Chase,"$1,000.00",,
7290 N Christopher 9020,CREDIT,10/18/2021,Online Transfer from CHK ...7060 transaction#: 12829455688,ACCT_XFER,15006.05,Online Transfer from CHK transaction,Business to Income Prop 1,Transfer,Chase,"$5,000.00",,
Bills 7129,DEBIT,10/26/2021,Online Transfer to CHK ...5925 transaction#: 12879928936 10/26,ACCT_XFER,,Online Transfer To Chk Transaction,Bills to Primary,Transfer,Chase Bank,$401.75,,
Bills 7129,DEBIT,4/7/2021,Online Transfer to CHK ...5925 transaction#: 11532487603 04/07,ACCT_XFER,,Online Transfer To Chk Transaction,Bills to Primary,Transfer,Chase Bank,$150.00,,
Bills 7129,DEBIT,3/26/2021,Online Transfer to CHK ...7060 transaction#: 11261710863 03/26,ACCT_XFER,,Online Transfer Tochk Transaction,Bills to Business,Transfer,Chase Bank,$400.00,,
Bills 7129,DEBIT,3/10/2021,Online Transfer to CHK ...5925 transaction#: 11341728082 03/10,ACCT_XFER,,Online Transfer To Chk Transaction,Bills to Primary,Transfer,Chase Bank,$93.06,,
Bills 7129,DEBIT,2/26/2021,Online Transfer to CHK ...7060 transaction#: 11072939009 02/26,ACCT_XFER,,Online Transfer Tochk Transaction,Bills to Business,Transfer,Chase Bank,$400.00,,
Bills 7129,DEBIT,1/27/2021,Online Transfer to CHK ...7060 transaction#: 10874173510 01/27,ACCT_XFER,,Online Transfer Tochk Transaction,Bills to Business,Transfer,Chase Bank,$400.00,,
Bills 7129,DEBIT,1/7/2021,Online Transfer to CHK ...5925 transaction#: 10960006364 01/07,ACCT_XFER,,Online Transfer To Chk Transaction,Bills to Primary,Transfer,Chase Bank,$65.00,,
Business 7060,DEBIT,12/27/2021,Online Transfer to CHK ...9020 transaction#: 13323822415 12/27,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Income Prop 1,Transfer,Chase,"$5,759.49",,
Business 7060,CREDIT,12/27/2021,Online Transfer from CHK ...5925 transaction#: 13095879109,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,CREDIT,11/26/2021,Online Transfer from CHK ...5925 transaction#: 12882815472,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,DEBIT,11/15/2021,Online Transfer to CHK ...9020 transaction#: 13012376879 11/15,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Income Prop 1,Transfer,Chase,"$3,450.00",,
Business 7060,DEBIT,10/28/2021,Online Transfer to CHK ...9020 transaction#: 12894327533 10/28,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Income Prop 1,Transfer,Chase,$550.00,,
Business 7060,DEBIT,10/28/2021,Online Transfer to CHK ...9020 transaction#: 12893868304 10/28,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Income Prop 1,Transfer,Chase,"$1,000.00",,
Business 7060,CREDIT,10/27/2021,Online Transfer from CHK ...5925 transaction#: 12674057321,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,DEBIT,10/18/2021,Online Transfer to CHK ...9020 transaction#: 12829455688 10/18,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Income Prop 1,Transfer,Chase,"$5,000.00",,
Business 7060,CREDIT,9/27/2021,Online Transfer from CHK ...5925 transaction#: 12465000791,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,CREDIT,8/27/2021,Online Transfer from CHK ...5925 transaction#: 12255010355,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,CREDIT,7/27/2021,Online Transfer from CHK ...5925 transaction#: 12044916219,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,DEBIT,7/19/2021,Online Transfer to CHK ...5925 transaction#: 12209219182 07/19,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,$24.00,,
Business 7060,CREDIT,6/25/2021,Online Transfer from CHK ...5925 transaction#: 11853228173,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,DEBIT,6/16/2021,Online Transfer to CHK ...5925 transaction#: 11990805740 06/16,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,"$1,244.00",,
Business 7060,DEBIT,6/16/2021,Online Transfer to CHK ...5925 transaction#: 11990539653 06/16,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,$145.95,,
Business 7060,DEBIT,6/9/2021,Online Transfer to CHK ...5925 transaction#: 11946498752 06/09,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,"$1,200.00",,
Business 7060,CREDIT,5/27/2021,Online Transfer from CHK ...5925 transaction#: 11653639237,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,DEBIT,5/20/2021,Online Transfer to CHK ...5925 transaction#: 11813162736 05/20,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,$134.85,,
Business 7060,CREDIT,4/27/2021,Online Transfer from CHK ...5925 transaction#: 11450416943,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,DEBIT,4/8/2021,Online Transfer to CHK ...5925 transaction#: 11539312894 04/08,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,$300.00,,
Business 7060,CREDIT,3/26/2021,Online Transfer from CHK ...7129 transaction#: 11261710863,ACCT_XFER,,Online Transfer Fromchk Transaction,Bills to Business,Transfer,Chase,$400.00,,
Business 7060,CREDIT,3/26/2021,Online Transfer from CHK ...5925 transaction#: 11261710146,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,CREDIT,3/24/2021,Online Transfer from CHK ...5925 transaction#: 11384275122,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,"$4,629.30",,
Business 7060,DEBIT,3/12/2021,Online Transfer to CHK ...5925 transaction#: 11358458707 03/12,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,$300.00,,
Business 7060,DEBIT,3/8/2021,Online Transfer to CHK ...5925 transaction#: 11329660723 03/08,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,"$1,000.00",,
Business 7060,DEBIT,3/8/2021,Online Transfer to CHK ...5925 transaction#: 11329615190 03/08,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,$300.00,,
Business 7060,CREDIT,2/26/2021,Online Transfer from CHK ...7129 transaction#: 11072939009,ACCT_XFER,,Online Transfer Fromchk Transaction,Bills to Business,Transfer,Chase,$400.00,,
Business 7060,CREDIT,2/26/2021,Online Transfer from CHK ...5925 transaction#: 11072939011,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$300.00,,
Business 7060,DEBIT,2/22/2021,Online Transfer to CHK ...5925 transaction#: 11227616540 02/22,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,$200.00,,
Business 7060,DEBIT,2/8/2021,Online Transfer to CHK ...5925 transaction#: 11149049770 02/08,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,$247.58,,
Business 7060,DEBIT,2/3/2021,Online Transfer to CHK ...5925 transaction#: 11123219621 02/03,ACCT_XFER,,Online Transfer To Chk Transaction,Business to Primary,Transfer,Chase,$700.00,,
Business 7060,CREDIT,1/27/2021,Online Transfer from CHK ...7129 transaction#: 10874173510,ACCT_XFER,,Online Transfer Fromchk Transaction,Bills to Business,Transfer,Chase,$400.00,,
Business 7060,CREDIT,1/27/2021,Online Transfer from CHK ...5925 transaction#: 10874174218,ACCT_XFER,,Online Transfer Fromchk Transaction,Checking to Business,Transfer,Chase,$700.00,,
Primary 5925,DEBIT,12/27/2021,Online Transfer to CHK ...7060 transaction#: 13095879109 12/27,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,DEBIT,12/24/2021,Online Transfer to SAV ...1094 transaction#: 13083517019,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,DEBIT,11/26/2021,Online Transfer to CHK ...9020 transaction#: 13090076116 11/26,ACCT_XFER,,Online Transfer To Chk Transaction,From Primary to Invest Prop 1,Transfer,Chase,$372.00,,
Primary 5925,DEBIT,11/26/2021,Online Transfer to CHK ...7060 transaction#: 12882815472 11/26,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,DEBIT,11/24/2021,Online Transfer to SAV ...1094 transaction#: 12869924840,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,DEBIT,10/27/2021,Online Transfer to CHK ...7060 transaction#: 12674057321 10/27,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,CREDIT,10/26/2021,Online Transfer from CHK ...7129 transaction#: 12879928936,ACCT_XFER,,Online Transfer From Chk Transaction,From Bills to Primary,Transfer,Chase,$401.75,,
Primary 5925,DEBIT,10/25/2021,Online Transfer to SAV ...1094 transaction#: 12655934392,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,DEBIT,9/27/2021,Online Transfer to CHK ...7060 transaction#: 12465000791 09/27,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,DEBIT,9/24/2021,Online Transfer to SAV ...1094 transaction#: 12451477951,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,DEBIT,8/27/2021,Online Transfer to CHK ...7060 transaction#: 12255010355 08/27,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,DEBIT,8/25/2021,Online Transfer to SAV ...1094 transaction#: 12231296882,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,DEBIT,7/27/2021,Online Transfer to CHK ...7060 transaction#: 12044916219 07/27,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,DEBIT,7/23/2021,Online Transfer to SAV ...1094 transaction#: 12044798568,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,CREDIT,7/19/2021,Online Transfer from CHK ...7060 transaction#: 12209219182,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,$24.00,,
Primary 5925,DEBIT,6/25/2021,Online Transfer to SAV ...1094 transaction#: 11840283912,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,DEBIT,6/25/2021,Online Transfer to CHK ...7060 transaction#: 11853228173 06/25,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,CREDIT,6/16/2021,Online Transfer from CHK ...7060 transaction#: 11990805740,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,"$1,244.00",,
Primary 5925,CREDIT,6/16/2021,Online Transfer from CHK ...7060 transaction#: 11990539653,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,$145.95,,
Primary 5925,CREDIT,6/9/2021,Online Transfer from CHK ...7060 transaction#: 11946498752,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,"$1,200.00",,
Primary 5925,DEBIT,5/27/2021,Online Transfer to CHK ...7060 transaction#: 11653639237 05/27,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,DEBIT,5/25/2021,Online Transfer to SAV ...1094 transaction#: 11630604066,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,CREDIT,5/20/2021,Online Transfer from CHK ...7060 transaction#: 11813162736,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,$134.85,,
Primary 5925,DEBIT,4/27/2021,Online Transfer to CHK ...7060 transaction#: 11450416943 04/27,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,DEBIT,4/23/2021,Online Transfer to SAV ...1094 transaction#: 11442792307,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,CREDIT,4/8/2021,Online Transfer from SAV ...1094 transaction#: 11539316091,ACCT_XFER,,Online Transfer From Sav Transaction,From Savings to Primary,Transfer,Chase,$200.00,,
Primary 5925,CREDIT,4/8/2021,Online Transfer from CHK ...7060 transaction#: 11539312894,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,$300.00,,
Primary 5925,CREDIT,4/7/2021,Online Transfer from CHK ...7129 transaction#: 11532487603,ACCT_XFER,,Online Transfer From Chk Transaction,From Bills to Primary,Transfer,Chase,$150.00,,
Primary 5925,DEBIT,3/26/2021,Online Transfer to CHK ...7060 transaction#: 11261710146 03/26,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,DEBIT,3/25/2021,Online Transfer to SAV ...1094 transaction#: 11252424542,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,DEBIT,3/24/2021,Online Transfer to CHK ...7060 transaction#: 11384275122 03/24,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,"$4,629.30",,
Primary 5925,CREDIT,3/12/2021,Online Transfer from CHK ...7060 transaction#: 11358458707,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,$300.00,,
Primary 5925,CREDIT,3/10/2021,Online Transfer from CHK ...7129 transaction#: 11341728082,ACCT_XFER,,Online Transfer From Chk Transaction,From Bills to Primary,Transfer,Chase,$93.06,,
Primary 5925,CREDIT,3/8/2021,Online Transfer from CHK ...7060 transaction#: 11329660723,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,"$1,000.00",,
Primary 5925,CREDIT,3/8/2021,Online Transfer from CHK ...7060 transaction#: 11329615190,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,$300.00,,
Primary 5925,DEBIT,2/26/2021,Online Transfer to CHK ...7060 transaction#: 11072939011 02/26,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$300.00,,
Primary 5925,DEBIT,2/25/2021,Online Transfer to SAV ...1094 transaction#: 11062390415,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,CREDIT,2/22/2021,Online Transfer from CHK ...7060 transaction#: 11227616540,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,$200.00,,
Primary 5925,CREDIT,2/16/2021,Online Transfer from SAV ...1094 transaction#: 11197926881,ACCT_XFER,,Online Transfer From Sav Transaction,From Savings to Primary,Transfer,Chase,$600.00,,
Primary 5925,CREDIT,2/8/2021,Online Transfer from CHK ...7060 transaction#: 11149049770,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,$247.58,,
Primary 5925,CREDIT,2/3/2021,Online Transfer from CHK ...7060 transaction#: 11123219621,ACCT_XFER,,Online Transfer From Chk Transaction,From Business to Primary,Transfer,Chase,$700.00,,
Primary 5925,DEBIT,1/27/2021,Online Transfer to CHK ...7060 transaction#: 10874174218 01/27,ACCT_XFER,,Online Transfer Tochk Transaction,From Primary to Business,Transfer,Chase,$700.00,,
Primary 5925,DEBIT,1/25/2021,Online Transfer to SAV ...1094 transaction#: 10873472927,ACCT_XFER,,Online Transfer Tosav Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Primary 5925,CREDIT,1/15/2021,Online Transfer from SAV ...1094 transaction#: 11011612520,ACCT_XFER,,Online Transfer From Sav Transaction,From Savings to Primary,Transfer,Chase,$400.00,,
Primary 5925,CREDIT,1/7/2021,Online Transfer from CHK ...7129 transaction#: 10960006364,ACCT_XFER,,Online Transfer From Chk Transaction,From Bills to Primary,Transfer,Chase,$65.00,,
Savings 1094,CREDIT,12/24/2021,Online Transfer from CHK ...5925 transaction#: 13083517019,ACCT_XFER,,Online Transfer Fromchk Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Savings 1094,CREDIT,11/24/2021,Online Transfer from CHK ...5925 transaction#: 12869924840,ACCT_XFER,,Online Transfer Fromchk Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Savings 1094,CREDIT,10/25/2021,Online Transfer from CHK ...5925 transaction#: 12655934392,ACCT_XFER,,Online Transfer Fromchk Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Savings 1094,CREDIT,9/24/2021,Online Transfer from CHK ...5925 transaction#: 12451477951,ACCT_XFER,,Online Transfer Fromchk Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Savings 1094,CREDIT,8/25/2021,Online Transfer from CHK ...5925 transaction#: 12231296882,ACCT_XFER,,Online Transfer Fromchk Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
Savings 1094,CREDIT,7/23/2021,Online Transfer from CHK ...5925 transaction#: 12044798568,ACCT_XFER,,Online Transfer Fromchk Transaction,From Primary to Savings,Transfer,Chase,$200.00,,
